match_id,gender,season,date,event,match_type,venue,city,toss_winner,toss_decision,player_of_match,target_runs,winner,winner_wickets,winner_runs
1443063,male,2024/25,2024/12/21,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,MJ Owen,156,Hobart Hurricanes,8,
1443064,male,2024/25,2024/12/21,Big Bash League,T20,Sydney Showground Stadium,Sydney,Sydney Sixers,field,BJ Dwarshuis,164,Sydney Sixers,5,
1443065,male,2024/25,2024/12/22,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Brisbane Heat,field,NA McSweeney,175,Brisbane Heat,3,
1443066,male,2024/25,2024/12/23,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Melbourne Renegades,field,TS Rogers,144,Melbourne Renegades,2,
1443067,male,2024/25,2024/12/26,Big Bash League,T20,Sydney Cricket Ground,Sydney,Sydney Sixers,field,JM Vince,195,Sydney Sixers,8,
1443068,male,2024/25,2024/12/26,Big Bash League,T20,Perth Stadium,Perth,Brisbane Heat,field,NR Hobson,166,Perth Scorchers,,33
1443069,male,2024/25,2024/12/27,Big Bash League,T20,Adelaide Oval,Adelaide,Adelaide Strikers,field,BR McDermott,215,Hobart Hurricanes,,11
1443070,male,2024/25,2024/12/28,Big Bash League,T20,"Manuka Oval, Canberra",Canberra,Melbourne Stars,field,SW Billings,183,Sydney Thunder,,18
1443071,male,2024/25,2024/12/29,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Sydney Sixers,field,BJ Dwarshuis,139,Sydney Sixers,8,
1443072,male,2024/25,2024/12/30,Big Bash League,T20,Sydney Showground Stadium,Sydney,Melbourne Renegades,field,DA Warner,157,Sydney Thunder,,8
1443073,male,2024/25,2024/12/31,Big Bash League,T20,Adelaide Oval,Adelaide,Perth Scorchers,field,C Connolly,143,Perth Scorchers,7,
1443074,male,2024/25,2025/01/01,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Sydney Sixers,field,Nikhil Chaudhary,162,Hobart Hurricanes,,50
1443075,male,2024/25,2025/01/01,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Melbourne Stars,field,MP Stoinis,150,Melbourne Stars,5,
1443076,male,2024/25,2025/01/02,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Adelaide Strikers,field,CA Lynn,143,Adelaide Strikers,5,
1443078,male,2024/25,2025/01/03,Big Bash League,T20,Perth Stadium,Perth,Sydney Thunder,field,SE Rutherford,178,Sydney Thunder,4,
1443079,male,2024/25,2025/01/04,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Melbourne Stars,field,BM Duckett,169,Melbourne Stars,5,
1443080,male,2024/25,2025/01/05,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Adelaide Strikers,bat,TH David,187,Hobart Hurricanes,5,
1443081,male,2024/25,2025/01/06,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Brisbane Heat,field,M Bryant,174,Brisbane Heat,5,
1443082,male,2024/25,2025/01/07,Big Bash League,T20,Perth Stadium,Perth,Melbourne Renegades,field,TS Rogers,148,Melbourne Renegades,4,
1443084,male,2024/25,2025/01/09,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Sydney Sixers,field,GJ Maxwell,157,Melbourne Stars,,16
1443085,male,2024/25,2025/01/10,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,TH David,165,Hobart Hurricanes,6,
1443086,male,2024/25,2025/01/11,Big Bash League,T20,Sydney Cricket Ground,Sydney,Perth Scorchers,field,SPD Smith,221,Sydney Sixers,,14
1443087,male,2024/25,2025/01/11,Big Bash League,T20,Adelaide Oval,Adelaide,Brisbane Heat,field,MW Short,252,Adelaide Strikers,,56
1443088,male,2024/25,2025/01/12,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Melbourne Renegades,field,GJ Maxwell,166,Melbourne Stars,,42
1443089,male,2024/25,2025/01/13,Big Bash League,T20,Sydney Showground Stadium,Sydney,Perth Scorchers,field,TD Andrews,159,Sydney Thunder,,61
1443090,male,2024/25,2025/01/14,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,JG Bethell,155,Hobart Hurricanes,4,
1443091,male,2024/25,2025/01/15,Big Bash League,T20,Adelaide Oval,Adelaide,Sydney Sixers,field,SPD Smith,183,Sydney Sixers,3,
1443092,male,2024/25,2025/01/16,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Hobart Hurricanes,field,CP Jewell,202,Hobart Hurricanes,5,
1443093,male,2024/25,2025/01/17,Big Bash League,T20,Sydney Cricket Ground,Sydney,Sydney Sixers,field,,,,,
1443094,male,2024/25,2025/01/18,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Melbourne Renegades,field,J Fraser-McGurk,197,Melbourne Renegades,3,
1443095,male,2024/25,2025/01/18,Big Bash League,T20,Perth Stadium,Perth,Perth Scorchers,field,JP Behrendorff,162,Perth Scorchers,5,
1443096,male,2024/25,2025/01/19,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Hobart Hurricanes,field,GJ Maxwell,220,Melbourne Stars,,40
1443097,male,2024/25,2025/01/21,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Sydney Sixers,field,RP Meredith,174,Hobart Hurricanes,,12
1443098,male,2024/25,2025/01/22,Big Bash League,T20,Sydney Showground Stadium,Sydney,Melbourne Stars,field,N McAndrew,136,Sydney Thunder,,21
1443099,male,2024/25,2025/01/24,Big Bash League,T20,Sydney Cricket Ground,Sydney,Sydney Thunder,field,SW Billings,152,Sydney Thunder,4,
1443100,male,2024/25,2025/01/27,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,MJ Owen,183,Hobart Hurricanes,7,
1493238,male,2025/26,2025/12/14,Big Bash League,T20,Perth Stadium,Perth,Perth Scorchers,field,C Connolly,114,Perth Scorchers,5,
1493239,male,2025/26,2025/12/15,Big Bash League,T20,"GMHBA Stadium, South Geelong, Victoria",Geelong,Brisbane Heat,field,TL Seifert,213,Melbourne Renegades,,14
1493240,male,2025/26,2025/12/16,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,CJ Jordan,181,Hobart Hurricanes,4,
1493241,male,2025/26,2025/12/17,Big Bash League,T20,Sydney Cricket Ground,Sydney,Adelaide Strikers,field,J Overton,160,Adelaide Strikers,3,
1493242,male,2025/26,2025/12/18,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Melbourne Stars,field,MP Stoinis,159,Melbourne Stars,8,
1493243,male,2025/26,2025/12/19,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Brisbane Heat,field,MT Renshaw,258,Brisbane Heat,8,
1493244,male,2025/26,2025/12/20,Big Bash League,T20,Sydney Showground Stadium,Sydney,Sydney Thunder,field,JR Philippe,199,Sydney Sixers,,47
1493245,male,2025/26,2025/12/21,Big Bash League,T20,"GMHBA Stadium, South Geelong, Victoria",Geelong,Hobart Hurricanes,field,CJ Jordan,146,Hobart Hurricanes,7,
1493246,male,2025/26,2025/12/22,Big Bash League,T20,"Manuka Oval, Canberra",Canberra,Brisbane Heat,field,M Gilkes,194,Sydney Thunder,,34
1493247,male,2025/26,2025/12/23,Big Bash League,T20,Adelaide Oval,Adelaide,Melbourne Stars,field,TK Curran,156,Melbourne Stars,6,
1493248,male,2025/26,2025/12/26,Big Bash League,T20,Sydney Cricket Ground,Sydney,Melbourne Stars,field,SB Harper,145,Melbourne Stars,7,
1493249,male,2025/26,2025/12/26,Big Bash League,T20,Perth Stadium,Perth,Hobart Hurricanes,field,TH David,151,Hobart Hurricanes,4,
1493250,male,2025/26,2025/12/27,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Adelaide Strikers,field,XC Bartlett,180,Brisbane Heat,,7
1493251,male,2025/26,2025/12/28,Big Bash League,T20,"Manuka Oval, Canberra",Canberra,Melbourne Stars,field,Haris Rauf,129,Melbourne Stars,9,
1493252,male,2025/26,2025/12/29,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,NT Ellis,163,Hobart Hurricanes,4,
1493253,male,2025/26,2025/12/30,Big Bash League,T20,Sydney Showground Stadium,Sydney,Sydney Thunder,field,AJ Turner,203,Perth Scorchers,,71
1493254,male,2025/26,2025/12/31,Big Bash League,T20,Adelaide Oval,Adelaide,Adelaide Strikers,field,L Scott,122,Adelaide Strikers,7,
1493255,male,2025/26,2026/01/01,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Sydney Sixers,field,SA Abbott,165,Sydney Sixers,6,
1493256,male,2025/26,2026/01/01,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,MR Marsh,230,Perth Scorchers,,40
1493257,male,2025/26,2026/01/02,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Brisbane Heat,field,M Bryant,196,Brisbane Heat,4,
1493258,male,2025/26,2026/01/03,Big Bash League,T20,Sydney Showground Stadium,Sydney,Hobart Hurricanes,field,DA Warner,206,Hobart Hurricanes,6,
1493259,male,2025/26,2026/01/04,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Melbourne Renegades,field,J Brown,174,Melbourne Renegades,4,
1493260,male,2025/26,2026/01/04,Big Bash League,T20,Perth Stadium,Perth,Adelaide Strikers,field,JS Paris,154,Perth Scorchers,,33
1493261,male,2025/26,2026/01/05,Big Bash League,T20,"International Sports Stadium, Coffs Harbour",Coffs Harbour,Sydney Sixers,field,JA Davies,115,Sydney Sixers,3,
1493262,male,2025/26,2026/01/06,Big Bash League,T20,Adelaide Oval,Adelaide,Sydney Thunder,field,J Overton,166,Adelaide Strikers,,6
1493263,male,2025/26,2026/01/07,Big Bash League,T20,Perth Stadium,Perth,Melbourne Renegades,field,OJ Peake,128,Melbourne Renegades,4,
1493264,male,2025/26,2026/01/08,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Sydney Sixers,field,JA Davies,129,Sydney Sixers,6,
1493265,male,2025/26,2026/01/09,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Adelaide Strikers,field,NT Ellis,179,Hobart Hurricanes,,37
1493266,male,2025/26,2026/01/10,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Sydney Thunder,bat,UT Khawaja,181,Brisbane Heat,7,
1493267,male,2025/26,2026/01/10,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Melbourne Stars,field,SB Harper,167,Melbourne Stars,8,
1493268,male,2025/26,2026/01/11,Big Bash League,T20,Sydney Cricket Ground,Sydney,Hobart Hurricanes,field,,,,,
1493269,male,2025/26,2026/01/11,Big Bash League,T20,Adelaide Oval,Adelaide,Adelaide Strikers,field,MR Marsh,233,Perth Scorchers,,32
1493270,male,2025/26,2026/01/12,Big Bash League,T20,Sydney Showground Stadium,Sydney,Sydney Thunder,field,CJ Green,140,Sydney Thunder,4,
1493271,male,2025/26,2026/01/13,Big Bash League,T20,Melbourne Cricket Ground,Melbourne,Melbourne Stars,field,TK Curran,84,Melbourne Stars,6,
1493272,male,2025/26,2026/01/14,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Hobart Hurricanes,field,MP Kuhnemann,161,Brisbane Heat,,3
1493273,male,2025/26,2026/01/15,Big Bash League,T20,"Docklands Stadium, Melbourne",Melbourne,Melbourne Renegades,field,FH Allen,220,Perth Scorchers,,50
1493274,male,2025/26,2026/01/16,Big Bash League,T20,Sydney Cricket Ground,Sydney,Sydney Sixers,field,SPD Smith,190,Sydney Sixers,5,
1493275,male,2025/26,2026/01/17,Big Bash League,T20,Adelaide Oval,Adelaide,Adelaide Strikers,field,T Shamsi,100,Adelaide Strikers,8,
1493276,male,2025/26,2026/01/17,Big Bash League,T20,Perth Stadium,Perth,Perth Scorchers,field,JA Richardson,131,Perth Scorchers,6,
1493277,male,2025/26,2026/01/18,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Sydney Sixers,field,SM Curran,172,Sydney Sixers,5,
1493278,male,2025/26,2026/01/20,Big Bash League,T20,Perth Stadium,Perth,Sydney Sixers,field,FH Allen,148,Perth Scorchers,,48
1493279,male,2025/26,2026/01/21,Big Bash League,T20,"Bellerive Oval, Hobart",Hobart,Melbourne Stars,field,BJ Webster,85,Hobart Hurricanes,,3
1493280,male,2025/26,2026/01/23,Big Bash League,T20,Sydney Cricket Ground,Sydney,Hobart Hurricanes,field,JA Davies,199,Sydney Sixers,,57
1493281,male,2025/26,2026/01/25,Big Bash League,T20,Perth Stadium,Perth,Perth Scorchers,field,DA Payne,133,Perth Scorchers,6,
524915,male,2011/12,2011/12/16,Big Bash League,T20,Sydney Cricket Ground,,Brisbane Heat,bat,BJ Haddin,140,Sydney Sixers,7,
524916,male,2011/12,2011/12/17,Big Bash League,T20,Melbourne Cricket Ground,,Sydney Thunder,field,DA Warner,154,Sydney Thunder,6,
524917,male,2011/12,2011/12/18,Big Bash League,T20,Adelaide Oval,,Melbourne Renegades,field,M Klinger,190,Adelaide Strikers,,67
524918,male,2011/12,2011/12/18,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Hobart Hurricanes,bat,BW Hilfenhaus,141,Hobart Hurricanes,,31
524919,male,2011/12,2011/12/20,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Melbourne Stars,bat,RJ Quiney,178,Melbourne Stars,,8
524920,male,2011/12,2011/12/21,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,bat,TR Birt,170,Hobart Hurricanes,,42
524921,male,2011/12,2011/12/22,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,bat,SE Marsh,189,Perth Scorchers,8,
524922,male,2011/12,2011/12/23,Big Bash League,T20,Stadium Australia,Sydney,Adelaide Strikers,bat,CH Gayle,156,Sydney Thunder,6,
524923,male,2011/12,2011/12/27,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,bat,DJ Bravo,167,Sydney Sixers,,2
524924,male,2011/12,2011/12/28,Big Bash League,T20,Adelaide Oval,,Hobart Hurricanes,bat,XJ Doherty,172,Hobart Hurricanes,,14
524925,male,2011/12,2011/12/29,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,MJ North,163,Perth Scorchers,,10
524926,male,2011/12,2011/12/30,Big Bash League,T20,Stadium Australia,Sydney,Melbourne Renegades,bat,Shahid Afridi,141,Melbourne Renegades,,6
524927,male,2011/12,2012/01/01,Big Bash League,T20,Bellerive Oval,Hobart,Sydney Thunder,bat,Naved-ul-Hasan,139,Hobart Hurricanes,5,
524928,male,2011/12,2012/01/02,Big Bash League,T20,Docklands Stadium,Melbourne,Sydney Sixers,bat,AB McDonald,162,Melbourne Renegades,8,
524930,male,2011/12,2012/01/04,Big Bash League,T20,Melbourne Cricket Ground,,Perth Scorchers,bat,HH Gibbs,137,Perth Scorchers,,8
524933,male,2011/12,2012/01/08,Big Bash League,T20,Stadium Australia,Sydney,Sydney Sixers,bat,MA Starc,47,Sydney Sixers,,17
524934,male,2011/12,2012/01/08,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,GB Hogg,185,Perth Scorchers,,42
524935,male,2011/12,2012/01/09,Big Bash League,T20,Bellerive Oval,Hobart,Melbourne Stars,bat,LJ Wright,204,Melbourne Stars,,19
524936,male,2011/12,2012/01/10,Big Bash League,T20,Adelaide Oval,,Sydney Sixers,bat,SNJ O'Keefe,152,Sydney Sixers,,64
524938,male,2011/12,2012/01/12,Big Bash League,T20,Docklands Stadium,Melbourne,Brisbane Heat,bat,DL Vettori,169,Brisbane Heat,,12
524939,male,2011/12,2012/01/17,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sydney Thunder,field,DT Christian,196,Brisbane Heat,,91
524940,male,2011/12,2012/01/18,Big Bash League,T20,Bellerive Oval,Hobart,Melbourne Renegades,bat,OA Shah,174,Hobart Hurricanes,7,
524941,male,2011/12,2012/01/18,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,bat,MA Starc,177,Sydney Sixers,,1
524942,male,2011/12,2012/01/19,Big Bash League,T20,Melbourne Cricket Ground,,Adelaide Strikers,bat,CJ McKay,126,Melbourne Stars,6,
524943,male,2011/12,2012/01/21,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,MR Marsh,175,Perth Scorchers,,11
524944,male,2011/12,2012/01/22,Big Bash League,T20,Bellerive Oval,Hobart,Sydney Sixers,bat,NJ Maddinson,154,Sydney Sixers,,7
524945,male,2011/12,2012/01/28,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,MC Henriques,157,Sydney Sixers,7,
571232,male,2012/13,2012/12/07,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Stars,bat,AJ Finch,168,Melbourne Renegades,8,
571233,male,2012/13,2012/12/08,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,BJ Haddin,144,Sydney Sixers,7,
571234,male,2012/13,2012/12/09,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,bat,TR Birt,173,Hobart Hurricanes,8,
571235,male,2012/13,2012/12/09,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,PJ Hughes,163,Adelaide Strikers,6,
571236,male,2012/13,2012/12/12,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Melbourne Stars,field,SL Malinga,20,Melbourne Stars,,24
571237,male,2012/13,2012/12/13,Big Bash League,T20,Adelaide Oval,,Brisbane Heat,field,LA Pomersbach,186,Brisbane Heat,3,
571238,male,2012/13,2012/12/14,Big Bash League,T20,Stadium Australia,Sydney,Melbourne Renegades,field,AW O'Brien,117,Melbourne Renegades,5,
571239,male,2012/13,2012/12/15,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,CJ McKay,135,Melbourne Stars,4,
571240,male,2012/13,2012/12/16,Big Bash League,T20,Sydney Cricket Ground,,Perth Scorchers,field,MA Beer,114,Perth Scorchers,7,
571241,male,2012/13,2012/12/18,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Perth Scorchers,field,NM Coulter-Nile,51,Perth Scorchers,9,
571242,male,2012/13,2012/12/19,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,MN Samuels,103,Melbourne Renegades,7,
571243,male,2012/13,2012/12/20,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,field,KW Richardson,178,Adelaide Strikers,,51
571245,male,2012/13,2012/12/22,Big Bash League,T20,Docklands Stadium,Melbourne,Brisbane Heat,bat,BCJ Cutting,134,Melbourne Renegades,6,
571247,male,2012/13,2012/12/23,Big Bash League,T20,Adelaide Oval,,Sydney Sixers,bat,TP Ludeman,136,Adelaide Strikers,9,
571248,male,2012/13,2012/12/26,Big Bash League,T20,Sydney Cricket Ground,,Hobart Hurricanes,field,RT Ponting,155,Hobart Hurricanes,7,
571249,male,2012/13,2012/12/27,Big Bash League,T20,Adelaide Oval,,Melbourne Stars,bat,BJ Hodge,176,Melbourne Stars,,8
571250,male,2012/13,2012/12/28,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,bat,DT Christian,127,Brisbane Heat,5,
571251,male,2012/13,2012/12/29,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Melbourne Renegades,field,SE Marsh,188,Perth Scorchers,,51
571252,male,2012/13,2012/12/30,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,bat,DP Hughes,133,Sydney Sixers,4,
571254,male,2012/13,2013/01/02,Big Bash League,T20,Docklands Stadium,Melbourne,Adelaide Strikers,field,M Muralitharan,156,Melbourne Renegades,,48
571256,male,2012/13,2013/01/04,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Sydney Thunder,bat,JP Behrendorff,114,Perth Scorchers,9,
571258,male,2012/13,2013/01/06,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,bat,AJ Finch,147,Melbourne Renegades,9,
571259,male,2012/13,2013/01/07,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,bat,MJ Lumb,128,Sydney Sixers,5,
571260,male,2012/13,2013/01/08,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,bat,CH Gayle,146,Melbourne Stars,,13
571262,male,2012/13,2013/01/10,Big Bash League,T20,Adelaide Oval,,Perth Scorchers,bat,SE Marsh,190,Perth Scorchers,,98
571264,male,2012/13,2013/01/15,Big Bash League,T20,Docklands Stadium,Melbourne,Brisbane Heat,bat,LA Pomersbach,184,Brisbane Heat,,15
571265,male,2012/13,2013/01/16,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,field,SE Marsh,139,Perth Scorchers,8,
571266,male,2012/13,2013/01/19,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Brisbane Heat,bat,NM Hauritz,168,Brisbane Heat,,34
654031,male,2013/14,2013/12/20,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Renegades,field,LJ Wright,209,Melbourne Stars,,76
654033,male,2013/14,2013/12/21,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,NJ Maddinson,167,Sydney Sixers,6,
654035,male,2013/14,2013/12/22,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,field,,,,,
654037,male,2013/14,2013/12/22,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Perth Scorchers,bat,CA Lynn,152,Brisbane Heat,3,
654039,male,2013/14,2013/12/26,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,Yasir Arafat,118,Perth Scorchers,,6
654041,male,2013/14,2013/12/27,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,field,MEK Hussey,154,Adelaide Strikers,,6
654043,male,2013/14,2013/12/28,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,bat,BR Dunk,210,Hobart Hurricanes,3,
654045,male,2013/14,2013/12/29,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,GJ Maxwell,201,Melbourne Stars,,77
654047,male,2013/14,2013/12/30,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,bat,AJ Finch,211,Melbourne Renegades,,57
654051,male,2013/14,2014/01/01,Big Bash League,T20,Bellerive Oval,Hobart,Melbourne Renegades,bat,JL Pattinson,163,Melbourne Renegades,,51
654053,male,2013/14,2014/01/01,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,bat,BJ Hodge,156,Melbourne Stars,7,
654055,male,2013/14,2014/01/02,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,field,B Lee,141,Sydney Sixers,,4
654057,male,2013/14,2014/01/03,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Sydney Thunder,bat,SM Katich,158,Perth Scorchers,6,
654059,male,2013/14,2014/01/04,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,bat,CL White,164,Melbourne Stars,9,
654061,male,2013/14,2014/01/05,Big Bash League,T20,Adelaide Oval,,Adelaide Strikers,bat,MJ Lumb,150,Sydney Sixers,6,
654063,male,2013/14,2014/01/07,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,NM Coulter-Nile,154,Perth Scorchers,,6
654065,male,2013/14,2014/01/08,Big Bash League,T20,Stadium Australia,Sydney,Brisbane Heat,bat,CA Lynn,166,Brisbane Heat,,48
654067,male,2013/14,2014/01/09,Big Bash League,T20,Melbourne Cricket Ground,,Adelaide Strikers,bat,JP Faulkner,91,Melbourne Stars,8,
654069,male,2013/14,2014/01/10,Big Bash League,T20,Sydney Cricket Ground,,Perth Scorchers,bat,Yasir Arafat,154,,,
654071,male,2013/14,2014/01/11,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,bat,BR Dunk,168,Hobart Hurricanes,,73
654073,male,2013/14,2014/01/11,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Brisbane Heat,bat,LJ Wright,145,Melbourne Stars,3,
654075,male,2013/14,2014/01/14,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,bat,GS Sandhu,105,Sydney Thunder,9,
654077,male,2013/14,2014/01/15,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,bat,SPD Smith,180,Sydney Sixers,,7
654079,male,2013/14,2014/01/16,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,CJ Simmons,204,Perth Scorchers,,5
654081,male,2013/14,2014/01/18,Big Bash League,T20,Adelaide Oval,,Brisbane Heat,bat,DL Vettori,130,Brisbane Heat,,32
654083,male,2013/14,2014/01/18,Big Bash League,T20,Docklands Stadium,Melbourne,Melbourne Renegades,field,MC Henriques,152,Sydney Sixers,,2
654085,male,2013/14,2014/01/21,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,LJ Wright,132,Melbourne Stars,5,
654087,male,2013/14,2014/01/22,Big Bash League,T20,Adelaide Oval,,Melbourne Renegades,bat,DJ Bravo,156,Melbourne Renegades,,1
654089,male,2013/14,2014/01/23,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,bat,BR Dunk,210,Hobart Hurricanes,,40
654091,male,2013/14,2014/01/25,Big Bash League,T20,Stadium Australia,Sydney,Sydney Sixers,field,NM Lyon,129,Sydney Sixers,8,
654093,male,2013/14,2014/01/27,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,bat,JW Hastings,162,Melbourne Stars,,20
654095,male,2013/14,2014/02/04,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,bat,CJ Boyce,142,Hobart Hurricanes,7,
654097,male,2013/14,2014/02/05,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,CJ Simmons,54,Perth Scorchers,,5
654099,male,2013/14,2014/02/07,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,GB Hogg,192,Perth Scorchers,,39
756735,male,2014/15,2014/12/18,Big Bash League,T20,Adelaide Oval,,Melbourne Stars,bat,TP Ludeman,149,Adelaide Strikers,8,
756737,male,2014/15,2014/12/19,Big Bash League,T20,Sydney Cricket Ground,,Sydney Sixers,field,NJ Maddinson,155,Sydney Sixers,8,
756739,male,2014/15,2014/12/20,Big Bash League,T20,Melbourne Cricket Ground,,Melbourne Stars,field,DJG Sammy,191,Hobart Hurricanes,,52
756741,male,2014/15,2014/12/21,Big Bash League,T20,Stadium Australia,Sydney,Brisbane Heat,field,JH Kallis,209,Sydney Thunder,,56
756743,male,2014/15,2014/12/22,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,JP Behrendorff,147,Adelaide Strikers,1,
756745,male,2014/15,2014/12/23,Big Bash League,T20,Bellerive Oval,Hobart,Hobart Hurricanes,bat,MC Henriques,155,Sydney Sixers,7,
756747,male,2014/15,2014/12/26,Big Bash League,T20,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,M Klinger,193,Perth Scorchers,,35
756749,male,2014/15,2014/12/27,Big Bash League,T20,Stadium Australia,Sydney,Sydney Thunder,field,AC Blizzard,181,Sydney Sixers,,16
756751,male,2014/15,2014/12/28,Big Bash League,T20,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Melbourne Stars,field,RM Duffield,165,Brisbane Heat,,1
